filename,true_label,pred_label,confidence,error_pair,priority,path
TACO_batch_9_000053_crop28.jpg,cardboard,plastic,0.8337213397026062,cardboard -> plastic,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\cardboard\TACO_batch_9_000053_crop28.jpg
TACO_batch_5_000002_crop239.jpg,trash,paper,0.8301759362220764,trash -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\trash\TACO_batch_5_000002_crop239.jpg
GD_metal_688.jpg,metal,paper,0.8272582292556763,metal -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\metal\GD_metal_688.jpg
TACO_batch_10_000096_crop227.jpg,trash,metal,0.8209132552146912,trash -> metal,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\trash\TACO_batch_10_000096_crop227.jpg
TACO_batch_5_000049_crop219.jpg,paper,plastic,0.819469153881073,paper -> plastic,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\paper\TACO_batch_5_000049_crop219.jpg
TACO_batch_10_000011_crop89.jpg,paper,cardboard,0.8192399144172668,paper -> cardboard,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\paper\TACO_batch_10_000011_crop89.jpg
TACO_batch_8_000053_crop230.jpg,trash,metal,0.8133425116539001,trash -> metal,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\trash\TACO_batch_8_000053_crop230.jpg
TACO_batch_7_000030_crop129.jpg,plastic,glass,0.8132007122039795,plastic -> glass,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\TACO_batch_7_000030_crop129.jpg
TACO_batch_7_000048_crop76.jpg,paper,cardboard,0.7987056970596313,paper -> cardboard,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\paper\TACO_batch_7_000048_crop76.jpg
GD_paper_407.jpg,paper,cardboard,0.7979760766029358,paper -> cardboard,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\paper\GD_paper_407.jpg
GD_plastic_53.jpg,plastic,cardboard,0.7859430909156799,plastic -> cardboard,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\GD_plastic_53.jpg
TACO_batch_12_000034_crop215.jpg,plastic,metal,0.7815836071968079,plastic -> metal,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\TACO_batch_12_000034_crop215.jpg
TACO_batch_12_000062_crop128.jpg,plastic,trash,0.7710849046707153,plastic -> trash,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\TACO_batch_12_000062_crop128.jpg
TACO_batch_10_000093_crop157.jpg,plastic,trash,0.7487368583679199,plastic -> trash,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\TACO_batch_10_000093_crop157.jpg
GD_plastic_384.jpg,plastic,cardboard,0.7425702214241028,plastic -> cardboard,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\GD_plastic_384.jpg
TN_trash_90.jpg,trash,plastic,0.737397313117981,trash -> plastic,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\trash\TN_trash_90.jpg
GD_shoes_479.jpg,shoes,cardboard,0.7301303744316101,shoes -> cardboard,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\shoes\GD_shoes_479.jpg
TACO_batch_11_000091_crop219.jpg,trash,paper,0.7294990420341492,trash -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\trash\TACO_batch_11_000091_crop219.jpg
TACO_batch_3_IMG_4874_crop30.jpg,cardboard,plastic,0.6783686876296997,cardboard -> plastic,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\cardboard\TACO_batch_3_IMG_4874_crop30.jpg
GD_glass_593.jpg,glass,trash,0.6677859425544739,glass -> trash,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\glass\GD_glass_593.jpg
GD_trash_222.jpg,trash,cardboard,0.6569159030914307,trash -> cardboard,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\trash\GD_trash_222.jpg
TACO_batch_8_000089_crop221.jpg,plastic,glass,0.6336075067520142,plastic -> glass,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\TACO_batch_8_000089_crop221.jpg
GD_metal_274.jpg,metal,glass,0.630660355091095,metal -> glass,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\metal\GD_metal_274.jpg
TACO_batch_12_000037_crop184.jpg,trash,battery,0.622709333896637,trash -> battery,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\trash\TACO_batch_12_000037_crop184.jpg
TACO_batch_2_000030_crop66.jpg,paper,trash,0.6193518042564392,paper -> trash,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\paper\TACO_batch_2_000030_crop66.jpg
GD_glass_802.jpg,glass,metal,0.6141322255134583,glass -> metal,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\glass\GD_glass_802.jpg
TACO_batch_1_000104_crop234.jpg,cardboard,plastic,0.6060920357704163,cardboard -> plastic,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\cardboard\TACO_batch_1_000104_crop234.jpg
GD_glass_702.jpg,glass,plastic,0.5968993902206421,glass -> plastic,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\glass\GD_glass_702.jpg
TACO_batch_6_000059_crop121.jpg,cardboard,paper,0.5845012068748474,cardboard -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\cardboard\TACO_batch_6_000059_crop121.jpg
TACO_batch_14_000097_crop71.jpg,glass,paper,0.5682517290115356,glass -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\glass\TACO_batch_14_000097_crop71.jpg
GD_paper_427.jpg,paper,trash,0.5669612288475037,paper -> trash,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\paper\GD_paper_427.jpg
GD_trash_450.jpg,trash,plastic,0.5644116997718811,trash -> plastic,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\trash\GD_trash_450.jpg
TACO_batch_10_000076_crop95.jpg,trash,glass,0.5398662686347961,trash -> glass,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\trash\TACO_batch_10_000076_crop95.jpg
TACO_batch_10_000090_crop137.jpg,trash,plastic,0.5378024578094482,trash -> plastic,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\trash\TACO_batch_10_000090_crop137.jpg
GD_paper_381.jpg,paper,cardboard,0.5169910788536072,paper -> cardboard,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\paper\GD_paper_381.jpg
GD_metal_751.jpg,metal,plastic,0.502920389175415,metal -> plastic,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\metal\GD_metal_751.jpg
TACO_batch_10_000013_crop225.jpg,glass,plastic,0.4898219108581543,glass -> plastic,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\glass\TACO_batch_10_000013_crop225.jpg
TN_cardboard_21.jpg,cardboard,paper,0.4849354922771454,cardboard -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\cardboard\TN_cardboard_21.jpg
TACO_batch_1_000094_crop0.jpg,biological,cardboard,0.4684106111526489,biological -> cardboard,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\biological\TACO_batch_1_000094_crop0.jpg
TACO_batch_13_000054_crop160.jpg,cardboard,paper,0.4645737707614898,cardboard -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\cardboard\TACO_batch_13_000054_crop160.jpg
TACO_batch_13_000025_crop30.jpg,plastic,glass,0.387298583984375,plastic -> glass,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\TACO_batch_13_000025_crop30.jpg
TACO_batch_13_000045_crop70.jpg,metal,paper,0.3842673301696777,metal -> paper,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\metal\TACO_batch_13_000045_crop70.jpg
TACO_batch_10_000090_crop117.jpg,plastic,cardboard,0.3245343565940857,plastic -> cardboard,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\TACO_batch_10_000090_crop117.jpg
TACO_batch_4_000097_crop19.jpg,plastic,trash,0.2829381823539734,plastic -> trash,high,C:\Users\wongc\Desktop\Garbage-Classification-System-main\Garbage-Classification-System-main\data\split_dataset\test\plastic\TACO_batch_4_000097_crop19.jpg
