class,source_dataset,source_zip,zip_member,output_filename,candidate_path,recommended_action
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash84.jpg,TN_trash_84.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_84.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash121.jpg,TN_trash_121.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_121.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash51.jpg,TN_trash_51.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_51.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash128.jpg,TN_trash_128.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_128.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash26.jpg,TN_trash_26.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_26.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash74.jpg,TN_trash_74.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_74.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash107.jpg,TN_trash_107.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_107.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash20.jpg,TN_trash_20.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_20.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash91.jpg,TN_trash_91.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_91.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash123.jpg,TN_trash_123.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_123.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash63.jpg,TN_trash_63.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_63.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash134.jpg,TN_trash_134.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_134.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash72.jpg,TN_trash_72.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_72.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash96.jpg,TN_trash_96.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_96.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash21.jpg,TN_trash_21.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_21.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash64.jpg,TN_trash_64.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_64.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash59.jpg,TN_trash_59.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_59.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash132.jpg,TN_trash_132.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_132.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash87.jpg,TN_trash_87.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_87.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash83.jpg,TN_trash_83.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_83.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash40.jpg,TN_trash_40.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_40.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash71.jpg,TN_trash_71.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_71.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash17.jpg,TN_trash_17.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_17.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash32.jpg,TN_trash_32.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_32.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash25.jpg,TN_trash_25.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_25.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash70.jpg,TN_trash_70.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_70.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash65.jpg,TN_trash_65.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_65.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash137.jpg,TN_trash_137.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_137.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash131.jpg,TN_trash_131.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_131.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash108.jpg,TN_trash_108.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_108.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash114.jpg,TN_trash_114.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_114.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash44.jpg,TN_trash_44.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_44.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash120.jpg,TN_trash_120.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_120.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash4.jpg,TN_trash_4.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_4.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash75.jpg,TN_trash_75.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_75.jpg,manual_review_then_add_to_train
trash,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/trash/trash23.jpg,TN_trash_23.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/TN_trash_23.jpg,manual_review_then_add_to_train
trash,GD,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/GD.zip,original/trash/trash_453.jpg,GD_trash_453.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/GD_trash_453.jpg,manual_review_then_add_to_train
trash,GD,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/GD.zip,original/trash/trash_306.jpg,GD_trash_306.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/trash/GD_trash_306.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard6.jpg,TN_cardboard_6.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_6.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard164.jpg,TN_cardboard_164.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_164.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard78.jpg,TN_cardboard_78.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_78.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard371.jpg,TN_cardboard_371.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_371.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard273.jpg,TN_cardboard_273.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_273.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard385.jpg,TN_cardboard_385.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_385.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard257.jpg,TN_cardboard_257.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_257.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard30.jpg,TN_cardboard_30.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_30.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard358.jpg,TN_cardboard_358.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_358.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard202.jpg,TN_cardboard_202.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_202.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard26.jpg,TN_cardboard_26.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_26.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard351.jpg,TN_cardboard_351.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_351.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard398.jpg,TN_cardboard_398.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_398.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard77.jpg,TN_cardboard_77.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_77.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard319.jpg,TN_cardboard_319.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_319.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard301.jpg,TN_cardboard_301.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_301.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard186.jpg,TN_cardboard_186.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_186.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard50.jpg,TN_cardboard_50.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_50.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard270.jpg,TN_cardboard_270.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_270.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard187.jpg,TN_cardboard_187.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_187.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard188.jpg,TN_cardboard_188.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_188.jpg,manual_review_then_add_to_train
cardboard,TrashNet,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/raw_data/Trashnet.zip,dataset-resized/cardboard/cardboard342.jpg,TN_cardboard_342.jpg,/Users/sylviachan/Desktop/機器學習/分組/Garbage-Classification-System/data/supplement_candidates/cardboard/TN_cardboard_342.jpg,manual_review_then_add_to_train
